label,text,Key
disengagement,"The following data were obtained from one Male student 4 of Science class 148 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:69.3450263099739, sd:10.185009879931684, max:87.90955977050628, min:60.0
ACC: mean:13.459067663839177, sd:20.98820542052063, max:51.97837783212343, min:-16.340536041793037
EDA: mean:0.7407838345445971, sd:0.1278452874230881, max:0.9300392624608244, min:0.4695387450456869
TEMP: mean:29.96920877997308, sd:0.2338805767025865, max:30.258728049394065, min:29.5",148_4
neutral,"The following data were obtained from one Male student 4 of Science class 112 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:74.93091149556275, sd:10.03568949275216, max:100.8192389100417, min:63.53991563323441
ACC: mean:30.121138544705516, sd:12.789620245125002, max:44.7614569310332, min:-0.6991779000846918
EDA: mean:0.560323820349675, sd:0.0962565427104781, max:0.760591968597669, min:0.368263562898308
TEMP: mean:30.339982706008836, sd:0.2985316565880855, max:30.745418576767342, min:29.81920085103599",112_4
disengagement,"The following data were obtained from one Male student 4 of Science class 125 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:75.09126543556405, sd:8.703599052036482, max:87.35357917989302, min:60.0
ACC: mean:13.924182541249577, sd:19.31364525087183, max:39.94147421628594, min:-17.40725466456874
EDA: mean:0.7554090785032435, sd:0.1604909416211417, max:0.9974221341485882, min:0.4695275490701754
TEMP: mean:30.08037362828557, sd:0.3054335114985518, max:30.679392489580906, min:29.67668307260342",125_4
disengagement,"The following data were obtained from one Male student 4 of Maths class 123 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.21181012361694, sd:8.932909622343587, max:89.93925872943883, min:60.0
ACC: mean:15.67411101510773, sd:14.990630058180402, max:41.72944184734805, min:-16.368409575131267
EDA: mean:0.6973924227295728, sd:0.1220196035216912, max:0.877015616282474, min:0.4309158869472757
TEMP: mean:29.967967967823057, sd:0.3437787542640103, max:30.56502428988688, min:29.5",123_4
engagement,"The following data were obtained from one Male student 4 of English class 128 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:84.88949707802594, sd:8.845620035289143, max:97.75312458477978, min:73.33214809384323
ACC: mean:33.04505783798656, sd:5.978818242195819, max:42.55904195170703, min:20.48171193248281
EDA: mean:0.4803596449481327, sd:0.1019350715150625, max:0.6329620201716087, min:0.3303211353573688
TEMP: mean:30.23615378500049, sd:0.3150923651525177, max:30.87041295913471, min:29.82921244798536",128_4
disengagement,"The following data were obtained from one Male student 5 of English class 121 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:77.22372603957943, sd:12.956551524105892, max:93.38158690525272, min:60.0
ACC: mean:21.40491748542545, sd:12.99015591823755, max:41.01958463964108, min:0.8583051467016531
EDA: mean:0.7831810284041384, sd:0.1298428789956356, max:0.955580421599507, min:0.5924788890596782
TEMP: mean:30.047239004163742, sd:0.3969912843913998, max:30.768996680498905, min:29.5",121_5
disengagement,"The following data were obtained from one Male student 5 of Health class 135 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:76.97240957504775, sd:8.632760609770587, max:89.23602486847174, min:61.42717996006449
ACC: mean:19.708912731006382, sd:23.403540864194717, max:69.63125500200184, min:-15.44222612516917
EDA: mean:0.7845641028813573, sd:0.1283222865770213, max:1.0411826154695625, min:0.6143078437509351
TEMP: mean:30.201193179638118, sd:0.2630143605636382, max:30.574404980386923, min:29.779304064802695",135_5
engagement,"The following data were obtained from one Male student 5 of English class 114 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:86.97822769393063, sd:13.70514440146313, max:104.76393027208204, min:63.1219134346492
ACC: mean:34.37676725988452, sd:10.080135239880333, max:53.03419828428999, min:16.4761645539082
EDA: mean:0.4840823366713415, sd:0.082375608142342, max:0.6261188124867374, min:0.3474247316359722
TEMP: mean:30.36998901910088, sd:0.2969584463136865, max:30.880010180504318, min:30.0045314686448",114_5
engagement,"The following data were obtained from one Male student 5 of Science class 145 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:90.37377071506964, sd:12.10184699984273, max:105.96360822926964, min:72.54270213309266
ACC: mean:36.73103591616588, sd:8.271528253027453, max:49.038773433162575, min:22.51039474946525
EDA: mean:0.4817892535470612, sd:0.093735414677024, max:0.6128468554772322, min:0.3473630792334108
TEMP: mean:30.207850398660263, sd:0.1820757378087588, max:30.414542028697177, min:29.7678164763963",145_5
engagement,"The following data were obtained from one Male student 5 of English class 114 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:85.81204489634484, sd:10.955429585338862, max:106.07196643637886, min:71.17341305877315
ACC: mean:33.43763843169445, sd:10.933764416741267, max:57.53259137526568, min:20.0610750213211
EDA: mean:0.5039974023398026, sd:0.0852300817101107, max:0.6665056067806603, min:0.3683782755458035
TEMP: mean:30.347971237818296, sd:0.3199846547495235, max:30.8678624363557, min:29.905750879452253",114_5
engagement,"The following data were obtained from one Male student 5 of Language class 155 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:86.60808436233532, sd:9.00622959835896, max:107.91553302204734, min:75.07374652847737
ACC: mean:39.69419033717908, sd:10.793382009326535, max:58.46862195719558, min:12.677539147803143
EDA: mean:0.4763002534821196, sd:0.0878436715962713, max:0.5884532047593907, min:0.2723988245951598
TEMP: mean:30.392510654227475, sd:0.2574017665999587, max:30.86810868011172, min:29.97792309563412",155_5
neutral,"The following data were obtained from one Male student 5 of Health class 132 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:77.02987485992817, sd:12.707594439027366, max:104.63566429401996, min:60.0
ACC: mean:26.736655869251205, sd:10.50259758450337, max:50.24077699261034, min:12.025880863461664
EDA: mean:0.581904410640444, sd:0.1144693457117894, max:0.7776746433727735, min:0.3895929473348883
TEMP: mean:30.14689649906972, sd:0.323611634922933, max:30.61590481917885, min:29.5683059174479",132_5
engagement,"The following data were obtained from one Male student 5 of Maths class 142 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:90.09465090313788, sd:7.1281783890096735, max:107.35154040060227, min:82.64683287432341
ACC: mean:32.81633006538838, sd:10.859458308931286, max:53.30195198863351, min:11.968629121727012
EDA: mean:0.4400410903144596, sd:0.0668683366416148, max:0.5680640912452145, min:0.3127534452115899
TEMP: mean:30.29775471848001, sd:0.3164567506383232, max:30.728010071004476, min:29.745795290161485",142_5
disengagement,"The following data were obtained from one Male student 5 of Health class 134 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:78.71897269551286, sd:12.953836729302996, max:97.1501220217099, min:60.0
ACC: mean:10.627722001927705, sd:24.726623062419325, max:55.22231408694394, min:-26.8788747659414
EDA: mean:0.8141958468577464, sd:0.1355809843252184, max:0.9699811288917904, min:0.5832629625729673
TEMP: mean:30.042728203176463, sd:0.4136374202147876, max:30.97904479305455, min:29.5",134_5
disengagement,"The following data were obtained from one Male student 5 of Politics class 159 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:69.03681814704156, sd:8.642781458600327, max:87.74380486288736, min:60.0
ACC: mean:21.46048198310375, sd:17.521569203025106, max:39.50265996924715, min:-21.41859068961396
EDA: mean:0.7824129231004053, sd:0.1879627644449971, max:1.0687157104525442, min:0.5559738562193857
TEMP: mean:30.276567722238397, sd:0.3750626568175728, max:30.90627356323668, min:29.582194521901098",159_5
neutral,"The following data were obtained from one Male student 5 of Health class 130 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:83.13088514374807, sd:7.418417933914167, max:94.33715434252323, min:68.17035429598607
ACC: mean:26.65043147166068, sd:14.218557601420487, max:56.69736934100297, min:9.10593303827855
EDA: mean:0.4990162551042433, sd:0.1351225181847425, max:0.7777320420095173, min:0.3126129700750228
TEMP: mean:30.2457124177596, sd:0.1294218310627504, max:30.42325571309451, min:30.00971424569318",130_5
engagement,"The following data were obtained from one Male student 5 of Maths class 151 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:89.38519579437329, sd:10.289283148320942, max:110.12531039397244, min:67.13522341628915
ACC: mean:35.19363537323992, sd:5.730351496317235, max:45.82873734948573, min:26.85953549838007
EDA: mean:0.4605082050788079, sd:0.0693509260855822, max:0.5692735165416415, min:0.3242131844091112
TEMP: mean:30.365451019218817, sd:0.1691718272471662, max:30.59792687427677, min:30.014245171981567",151_5
disengagement,"The following data were obtained from one Male student 5 of English class 106 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:77.61212385020136, sd:7.221815902954683, max:86.61833654105106, min:65.13904749652727
ACC: mean:24.33786201906313, sd:18.614496902633142, max:62.73341850022005, min:-2.1518303108970365
EDA: mean:0.7833440140871101, sd:0.1226883135552524, max:0.9678925118229268, min:0.612551862138987
TEMP: mean:30.14413641789332, sd:0.4910654369015457, max:31.0, min:29.5",106_5
neutral,"The following data were obtained from one Male student 5 of Language class 127 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:76.21219167806922, sd:9.340113314282837, max:90.29617034362576, min:60.0
ACC: mean:24.200198446068555, sd:18.757492115569185, max:51.84441653885253, min:-4.426014081564276
EDA: mean:0.5149098774950998, sd:0.1204107247765662, max:0.7214629249376281, min:0.2887521944268575
TEMP: mean:30.208616519122117, sd:0.312172452833688, max:30.812622812043124, min:29.609323057275173",127_5
disengagement,"The following data were obtained from one Male student 5 of Maths class 126 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:66.41762411151925, sd:8.054831009308202, max:84.02189824418325, min:60.0
ACC: mean:19.80819798822664, sd:12.459109000727024, max:41.46314277482566, min:0.4434115089915025
EDA: mean:0.7220616033865755, sd:0.1099953791445292, max:0.9454917055974096, min:0.574164936984504
TEMP: mean:30.026887643590776, sd:0.1714010999835393, max:30.30515803013748, min:29.74444241055351",126_5
disengagement,"The following data were obtained from one Male student 5 of Science class 103 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:65.71593021347624, sd:5.982130575436685, max:77.0422985147399, min:60.0
ACC: mean:9.191118366208528, sd:17.658948323973448, max:32.59437562065078, min:-17.433075841884964
EDA: mean:0.772241888271435, sd:0.1073219205289931, max:0.9272836639439942, min:0.5735739995167829
TEMP: mean:30.024878707454512, sd:0.2879031582460861, max:30.5331788151292, min:29.601958776158416",103_5
engagement,"The following data were obtained from one Male student 5 of English class 141 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:85.91727288498377, sd:7.750814834599206, max:100.96063061781396, min:74.04210797807515
ACC: mean:37.76487446385706, sd:10.232501012952492, max:54.087808557343735, min:23.66848185475288
EDA: mean:0.4554488544138635, sd:0.0732219998354894, max:0.6153617268492285, min:0.3710661494280325
TEMP: mean:30.20274533835095, sd:0.2390913481229488, max:30.597974833603395, min:29.91682486002752",141_5
neutral,"The following data were obtained from one Male student 5 of Science class 125 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:82.79646187860166, sd:10.479831823483288, max:96.72145433029316, min:60.0
ACC: mean:23.58964567982897, sd:13.431937397286744, max:39.89456783922698, min:-2.7457894953992508
EDA: mean:0.563210011369029, sd:0.1270665386273182, max:0.7502883430991598, min:0.3811821988602955
TEMP: mean:30.161840004936955, sd:0.2526232114437672, max:30.50284153657879, min:29.75029521186248",125_5
engagement,"The following data were obtained from one Male student 5 of English class 151 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:91.09103058013434, sd:8.60689422038133, max:103.28031359387832, min:74.6722260252035
ACC: mean:37.93837141361927, sd:9.45978876309534, max:56.55503314794263, min:21.88432640897172
EDA: mean:0.4353014173984553, sd:0.1034512159277101, max:0.5730222175650788, min:0.2109695632530562
TEMP: mean:30.355359668000524, sd:0.218317048350918, max:30.846024183345115, min:30.091429547491344",151_5
disengagement,"The following data were obtained from one Male student 5 of Health class 112 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.32715228278678, sd:8.485860186013621, max:89.36766839270167, min:60.0
ACC: mean:24.226607420039464, sd:20.83839193988777, max:54.27495198829152, min:-16.01368725773075
EDA: mean:0.8129136956391185, sd:0.2242565646147351, max:1.2, min:0.4376851945216519
TEMP: mean:29.93059934749035, sd:0.3997895879024856, max:30.67518235453159, min:29.5",112_5
neutral,"The following data were obtained from one Female student 6 of Health class 127 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:76.13853634615963, sd:6.876302237601698, max:88.35401596591147, min:63.13324335372456
ACC: mean:21.885410167884825, sd:13.740112301669972, max:36.86657556499734, min:-9.861482842438852
EDA: mean:0.5504899641663962, sd:0.1480283136179565, max:0.8103923905696652, min:0.327778872211041
TEMP: mean:30.07079237534041, sd:0.3003824339987423, max:30.487010955915697, min:29.5",127_6
engagement,"The following data were obtained from one Female student 6 of Health class 129 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:89.92078141810107, sd:6.972590901073379, max:102.62195938717636, min:77.80304680291144
ACC: mean:41.97605195791214, sd:10.662578276557737, max:66.14654444472552, min:21.84113212589527
EDA: mean:0.4412352730120503, sd:0.0748502922116855, max:0.5553985771182877, min:0.3310767534922871
TEMP: mean:30.169686140977024, sd:0.1787027052639362, max:30.44300156957512, min:29.79813578481375",129_6
engagement,"The following data were obtained from one Female student 6 of Politics class 128 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:88.57846411270197, sd:8.104397165264682, max:102.20504287271064, min:77.01379574822188
ACC: mean:40.48092392768329, sd:10.348525851176277, max:54.786746733725664, min:18.88359449348243
EDA: mean:0.4623251945244843, sd:0.0860226534976346, max:0.5856583385827983, min:0.2999778138553064
TEMP: mean:30.25066607034494, sd:0.2959530268828768, max:30.7074105327782, min:29.827497457204267",128_6
disengagement,"The following data were obtained from one Female student 6 of Science class 103 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:75.3359991974453, sd:6.707593077781691, max:87.26270906326388, min:67.34108335774154
ACC: mean:20.64883151755685, sd:17.747592010581766, max:50.37705033032361, min:-1.7193489992201236
EDA: mean:0.7323429984579815, sd:0.1702560773672261, max:0.9957539598406412, min:0.3553904794756405
TEMP: mean:30.123207330678238, sd:0.2145867345069822, max:30.494723087721862, min:29.838576850225444",103_6
engagement,"The following data were obtained from one Female student 6 of English class 153 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:86.930493930654, sd:8.50434513893861, max:106.13407698515422, min:72.57196781757101
ACC: mean:36.47933852227517, sd:7.674612703956572, max:47.863765059059375, min:19.636402162296022
EDA: mean:0.4437186915646444, sd:0.0890091688932122, max:0.6849075786700758, min:0.3653640280113027
TEMP: mean:30.143236114108383, sd:0.3775013140040201, max:30.62102394848703, min:29.54809191507656",153_6
engagement,"The following data were obtained from one Female student 6 of Health class 159 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:86.64342374817416, sd:10.778267717725855, max:106.56647436561954, min:69.40663228339943
ACC: mean:30.33891696787089, sd:8.994481163805336, max:42.9406391897552, min:9.45373337095609
EDA: mean:0.4634593085349454, sd:0.1163812936199975, max:0.6368817840543853, min:0.2108043795686976
TEMP: mean:30.284966326283296, sd:0.2853633741117284, max:30.66331886901064, min:29.907279635718524",159_6
neutral,"The following data were obtained from one Female student 6 of Maths class 126 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:81.5386046011202, sd:9.984879451890995, max:97.09394985496336, min:66.90049793409077
ACC: mean:28.611863805230826, sd:15.642450278363969, max:58.74712399013919, min:2.213431178589996
EDA: mean:0.5465903161485836, sd:0.108441580973486, max:0.6697158492304294, min:0.3105361863457914
TEMP: mean:30.005406924417464, sd:0.2039864567877005, max:30.30919118925582, min:29.593460408011413",126_6
engagement,"The following data were obtained from one Female student 6 of Maths class 113 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:83.35921461218322, sd:8.397013363860847, max:100.06608154863916, min:72.72832143410352
ACC: mean:41.98073290928864, sd:10.445176290550542, max:58.93197932209945, min:22.881165804367864
EDA: mean:0.3947527580479025, sd:0.0767171970938196, max:0.5231955502509846, min:0.2902127865505162
TEMP: mean:30.289794051438825, sd:0.2133736755752162, max:30.581977248313397, min:29.86357314178509",113_6
engagement,"The following data were obtained from one Female student 6 of Maths class 110 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:84.7707085438752, sd:9.681504853045938, max:95.54733298067808, min:67.36596847520545
ACC: mean:39.89288811890814, sd:9.0401489477316, max:54.99435983008709, min:27.233208725289863
EDA: mean:0.4534923910183568, sd:0.0994484711884846, max:0.6448342644789813, min:0.2917823236653872
TEMP: mean:30.25960054113209, sd:0.229031274772551, max:30.47896818617274, min:29.790944874286016",110_6
neutral,"The following data were obtained from one Female student 6 of Language class 124 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:78.03817523728745, sd:13.71570437407143, max:104.50483583513456, min:60.0
ACC: mean:30.119242069575357, sd:12.195087031028995, max:57.37115074785404, min:16.455428493913345
EDA: mean:0.5195768427137297, sd:0.0691093256042133, max:0.6202359323819606, min:0.3780794452312417
TEMP: mean:30.222996290133267, sd:0.261736340865933, max:30.524016817741792, min:29.792744738047418",124_6
disengagement,"The following data were obtained from one Female student 6 of Maths class 118 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:67.18939380057532, sd:7.044379264707096, max:79.30686427505559, min:60.0
ACC: mean:22.80089822399546, sd:10.685952144173417, max:37.29473757381235, min:2.1729099165842136
EDA: mean:0.7436587155814633, sd:0.1397655860249476, max:0.9554551661481276, min:0.5800822573098383
TEMP: mean:30.010391984203643, sd:0.3168677283523717, max:30.51070479682136, min:29.5",118_6
disengagement,"The following data were obtained from one Female student 6 of Politics class 146 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.60657079322566, sd:10.054353537819576, max:87.21181813425568, min:60.0
ACC: mean:15.478747887197178, sd:18.040833380066903, max:44.94078733402766, min:-16.861548645044365
EDA: mean:0.8260506999684736, sd:0.1260160267101527, max:1.027404321207957, min:0.5765376274884215
TEMP: mean:30.26663027957701, sd:0.2773455454469239, max:30.553244954685937, min:29.61192672589926",146_6
engagement,"The following data were obtained from one Female student 6 of Maths class 145 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:85.83177030498925, sd:11.247160027874292, max:104.77377087805488, min:66.30322582274297
ACC: mean:35.89608545131928, sd:7.693014299689661, max:46.81146720813369, min:22.052440418366675
EDA: mean:0.4322778164580211, sd:0.0792927857391564, max:0.5190472686121513, min:0.291641161021242
TEMP: mean:30.21581296945663, sd:0.1714144333105609, max:30.5644535452052, min:30.003251652923563",145_6
engagement,"The following data were obtained from one Female student 6 of Language class 112 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:89.30116581111484, sd:5.921710848919784, max:97.45211534611484, min:79.2152619865794
ACC: mean:42.254417227147904, sd:9.824724677903538, max:58.750650393485415, min:24.12131449544198
EDA: mean:0.4446238784258541, sd:0.0960430045744254, max:0.6445195074276933, min:0.2678913930705504
TEMP: mean:30.33079161267505, sd:0.1959782223960259, max:30.64829531448373, min:30.048599656077634",112_6
disengagement,"The following data were obtained from one Female student 6 of Politics class 103 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.33249113565634, sd:10.2861752345104, max:93.8465268953018, min:60.0
ACC: mean:20.30866131334441, sd:18.07770525544823, max:48.942731031152775, min:-4.125304760407492
EDA: mean:0.7711315011212139, sd:0.1176675337577307, max:0.9289669418776542, min:0.5880236328327769
TEMP: mean:30.145844117315296, sd:0.2958291261169536, max:30.558567167828315, min:29.5",103_6
disengagement,"The following data were obtained from one Female student 6 of English class 134 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.72066637610605, sd:9.111132035656196, max:89.30334006962268, min:60.0
ACC: mean:22.165217740081957, sd:15.665664073176137, max:47.43119510149535, min:-1.6585486817171962
EDA: mean:0.7934409322435753, sd:0.1325863260707508, max:1.0089339818453449, min:0.6169005811716344
TEMP: mean:29.84172517248992, sd:0.3343199772320626, max:30.393217477541302, min:29.5",134_6
engagement,"The following data were obtained from one Female student 6 of English class 120 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:90.0928218456646, sd:8.5058029661515, max:109.54928677383144, min:78.58977299333621
ACC: mean:39.08620921567376, sd:10.083315197890098, max:54.16300042721917, min:21.832866250519857
EDA: mean:0.4592560241157074, sd:0.0848127000842204, max:0.6165351917623532, min:0.364383015933825
TEMP: mean:30.330440272701207, sd:0.2290482946372573, max:30.57645826657368, min:29.892166222395733",120_6
disengagement,"The following data were obtained from one Female student 6 of Maths class 137 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:75.22730874349574, sd:6.254623400638177, max:87.27084195514283, min:66.3704297494751
ACC: mean:10.654933339016724, sd:14.783846309954436, max:44.47862443470787, min:-7.9848767190557695
EDA: mean:0.7664133540369676, sd:0.1273713002467192, max:0.9610402118837628, min:0.5332192103381662
TEMP: mean:30.28204999582645, sd:0.2702202362623571, max:30.935930197504653, min:29.887077232362238",137_6
engagement,"The following data were obtained from one Female student 6 of Politics class 158 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:86.01682904346629, sd:7.953267480844762, max:97.57839631108268, min:74.34978204573365
ACC: mean:37.33058815923742, sd:11.920063529856074, max:53.92669998282884, min:6.295742641219444
EDA: mean:0.4603238419090365, sd:0.0720973470630383, max:0.6104339108308596, min:0.341387370081859
TEMP: mean:30.29513072130738, sd:0.2049582084895801, max:30.62023489416668, min:29.92568558870534",158_6
engagement,"The following data were obtained from one Female student 6 of Politics class 103 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:83.4506074398465, sd:12.56200935596882, max:100.02451247983072, min:60.0
ACC: mean:38.10040346896652, sd:8.287011002973536, max:48.29413100955326, min:25.30001402606124
EDA: mean:0.4317082149447896, sd:0.1291695616975691, max:0.7255217743719902, min:0.2409697101146843
TEMP: mean:30.18239143979101, sd:0.230588526510242, max:30.484795123675397, min:29.78741063567895",103_6
